id,day,name,address,city,codes,map,notes,created_at,updated_at
210,"Saturday, 	10:00 PM",11th Step Tropical Meditation,San Carlos Peninsula Fellowship  1133 Eaton Ave. Upstairs,San Carlos,H,http://goo.gl/maps/PT4Cs,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
233,"Tuesday, 	7:30 PM",Living Sober,San Carlos Peninsula Fellowship  1133 Eaton Ave. Upstairs,San Carlos,H,http://goo.gl/maps/PT4Cs,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
167,"Thursday, 	5:00 PM",TWELVE STEP STUDY GRP,Methodist Church	560 El Camino-ent. Rear,San Bruno ,,http://goo.gl/maps/BFE2J,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
186,"Friday, 	12:00 PM",RAP GROUP,New Life Community Church  1430 Palm Drive -- enter on El Camino Real,Burlingame,"D,H,SP",http://goo.gl/maps/POKC9,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
18,"Tuesday, 	7:00 PM",Tres Legados,171 5th Av. #210,Redwood City,E,http://goo.gl/maps/9X1Zd,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
288,"Saturday, 	8:00 PM",SATURDAY NIGHT DISCUSSION,St. Paul’s Church  405 El Camino Real,Burlingame,"D,H,SP",http://goo.gl/maps/w4SAB,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
324,"Wednesday, 	7:30 PM",Nada Podemos Solos,WBAC - West Bay Fellowship - Phone: (650) 756-3322   7324 Mission Street,Daly City,E,http://goo.gl/maps/pxPLF,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
181,"Monday, 	8:00 PM",12 STEPS STUDY GROUP,New Life Community Church  1430 Palm Drive -- enter on El Camino Real,Burlingame,"H,L",http://goo.gl/maps/POKC9,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
121,"Sunday, 	7:00 AM",Morning Serenity,Friendship Hall 416 2nd Ave.,San Mateo,H,http://goo.gl/maps/tVDW6,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
242,"Thursday, 	7:30 PM",Speaker/Discussion,San Carlos Peninsula Fellowship  1133 Eaton Ave. Upstairs,San Carlos,"D,H,SP,",http://goo.gl/maps/PT4Cs,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
287,"Tuesday, 	4:30 PM",STEPPING THRU THE BIG BOOK,St. Paul's Library 415 El Camino Real ,Burlingame,"H,L",http://goo.gl/maps/w4SAB,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
140,"Monday, 	7:00 PM",MEN'S R4D BB and 12+12 Step Study,Holy Trinity Church (in Library)	Ravenswood & Pine,Menlo Park,"H,L,M",http://goo.gl/maps/N16Q9,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
34,"Tuesday, 	7:30 PM",Grupo Hispano,3120 Spring St.,Redwood City,E,http://goo.gl/maps/KsRYG,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
243,"Saturday, 	7:00 AM",Speaker/Discussion,San Carlos Peninsula Fellowship  1133 Eaton Ave. Upstairs,San Carlos,H,http://goo.gl/maps/PT4Cs,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
199,"Thursday, 	12:00 PM",MENLO PARK MEN'S GRP.,"Presby. Church	1111 University Drive, Room D",Menlo Park,"C,H",http://goo.gl/maps/01aW6,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
212,"Tuesday, 	12:00 PM",As Bill Sees It,San Carlos Peninsula Fellowship  1133 Eaton Ave. Upstairs,San Carlos,H,http://goo.gl/maps/PT4Cs,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
151,"Tuesday, 	7:30 PM",CHIPS AHOY',Ladera Comm. Church	3300 Alpine Rd.,Portola Valley ,"C,H,L",http://goo.gl/maps/74mPK,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
98,"Monday, 	7:30 PM",NEWCOMERS & OLDTIMERS,Comm Center	Crespi & Hwy 1,Pacifica,H,http://goo.gl/maps/DqteW,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
302,"Tuesday, 	12:00 PM",12 STEP STUDY,United Methodist Church 450 Chadbourne Rm 101,Millbrae,"H,L",http://goo.gl/maps/xeSpv,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
145,"Friday, 	7:30 PM",ESTO ES AA,Iglesia San Timoteo	1515 Dolan Ave,San Mateo,E,http://goo.gl/maps/P94Hk,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
261,"Monday, 	12:00 PM",DISCUSSION,Shoreline Station	225 S. Cabrillo Hwy Rm101-C,Half Moon Bay ,"D,Wh",http://goo.gl/maps/2d783,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
255,"Friday, 	8:00 PM",PHOENIX GROUP,"Sequoia Hospital, R Floor Conference Room  Whipple & The Alameda",Redwood City,"H,SP,Wh",http://goo.gl/maps/qs8fE,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
87,"Sunday, 	11:00 AM",BRISBANE BREAKFAST MEETING,Brisbane Com Ctr 250 Visitation Ave.,Brisbane,"H,SP,Wh",http://goo.gl/maps/1IIuv,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
136,"Sunday, 	5:00 PM",SOBER SUNDAYS,Holy Trinity Church	Cedar & Manzanita,San Carlos,"D,H",http://goo.gl/maps/9O5FX,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
296,"Wednesday, 	7:30 PM",PACIFICA WOMEN'S MEETING,Terra Nova Church Ctr.	1125 Terra Nova,Pacifica,"C,W,",http://goo.gl/maps/gdaEr,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
189,"Tuesday, 	8:00 PM",Vivendo en Sobriedad,Oscar's Casa	721 N. Amphlett- 271-1403,San Mateo,E,http://goo.gl/maps/bnSxs,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
323,"Monday, 	7:30 PM",Nada Podemos Solos,WBAC - West Bay Fellowship - Phone: (650) 756-3322   7324 Mission Street,Daly City,E,http://goo.gl/maps/pxPLF,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
112,"Thursday, 	12:00 PM",CAME TO BELIEVE GROUP,Free at Last-bldg 3  1796 Bay Rd.,East Palo Alto,,http://goo.gl/maps/eHzVH,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
35,"Wednesday, 	7:30 PM",Grupo Hispano,3120 Spring St.,Redwood City,E,http://goo.gl/maps/KsRYG,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
99,"Monday, 	5:30 PM",Foster City Living Sober Group,Community Center 1000 E. Hillsdale - 2nd Fl.,Foster City,"D,H,SP,",http://goo.gl/maps/Kf3xI,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
1,"Saturday, 	12:00 PM",Grupo Geneva,71 Templeton Ave.,Daly City,E,http://goo.gl/maps/k4GbE,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
17,"Sunday, 	7:00 PM",Tres Legados,171 5th Av. #210,Redwood City,E,http://goo.gl/maps/9X1Zd,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
63,"Friday, 	8:00 PM",Grupo Geneva,5520 Mission @ Guttenberg,Daly City,E,http://goo.gl/maps/Pbqkl,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
40,"Monday, 	12:00 PM",Grupo 29 De Mayo,405 Grand Ave. Suite 205,South SF,E,http://goo.gl/maps/bmHbr,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
78,"Saturday, 	11:00 AM",SHARP PARK 3rd & 11th STEP,Baptist Church  2070 Francisco Blvd.,Pacifica,"H,L",http://goo.gl/maps/lJm82,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
215,"Sunday, 	4:30 PM",Big Book Study,San Carlos Peninsula Fellowship  1133 Eaton Ave. Upstairs,San Carlos,H,http://goo.gl/maps/PT4Cs,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
91,"Friday, 	12:00 PM",FRIDAY NOON BOOK STUDY,Central Peninsula Church 1005 Shell Blvd,Foster City,"H,L",http://goo.gl/maps/hJRr0,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
131,"Friday, 	7:30 PM",PEDRO VALLEY SPEAKER DISCUSSION,Holy Cross Lutheran Church  1165 Seville,Pacifica,"DSP,Wh",http://goo.gl/maps/ig7HA,,2013-07-24 02:08:43 UTC,2013-07-24 02:08:43 UTC
196,"Friday, 	6:00 PM",GOLDEN GATE SOUTH GROUP,Pacifica Comm. Center	  540 Crespi Dr.,Pacifica,"H,Wh",http://goo.gl/maps/DqteW,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
311,"Friday, 	12:00 PM",Brown Baggers,WBAC - West Bay Fellowship - Phone: (650) 756-3322   7324 Mission Street,Daly City,"D,H,L",http://goo.gl/maps/pxPLF,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
245,"Sunday, 	7:30 PM",Speaker/Discussion.,San Carlos Peninsula Fellowship  1133 Eaton Ave. Upstairs,San Carlos,H,http://goo.gl/maps/PT4Cs,,2013-07-24 02:08:44 UTC,2013-07-24 02:08:44 UTC
